"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TNFAIP8|TNFAIP8",1548.0770517535,-0.934643837903863,0.0704732866943666,-13.2623846814083,3.82535060433662e-40,1.75255336302057e-38
"C1orf116|C1orf116",17957.7833363783,-1.27106486802823,0.0177987262991789,-71.4132487158287,0,0
"TRPM8|TRPM8",390.910302440628,-1.68488145039274,0.141760323529003,-11.8854232866365,1.40919368937399e-32,5.3380099501678e-31
"PRH1|PRH1",268.231988177015,-0.724087059033876,0.181707704511052,-3.9849001503942,6.75085065391531e-05,0.000367682308191793
"RNF138P1|RNF138P1",2228.37595095508,-1.115772878819,0.055909107266481,-19.956907440873,1.30545151382751e-88,1.59488540351485e-86
"SLC2A12|SLC2A12",15032.471239598,-0.806850939407034,0.019215947564619,-41.9886105899161,0,0
"C6orf201|C6orf201",164.478441266158,-0.784492230526464,0.214348251916083,-3.65989563018966,0.000252317997920906,0.00123259523407976
"USP43|USP43",2487.4756964483,-1.26854997905262,0.0534869384447023,-23.7170048602448,2.40761867215756e-124,4.53468289071232e-122
"RPS16P5|RPS16P5",312.623325847854,-0.949360995679912,0.176778917269105,-5.37032928103486,7.85930040628296e-08,6.66541418446549e-07
"FAM173A|FAM173A",387.945840394737,-0.535570587899553,0.139045913568236,-3.8517535262676,0.000117275029773823,0.00061167949183185
"DEGS1|DEGS1",9005.91170207491,-0.714610647565928,0.0248427860737173,-28.7653182475358,5.82729716889779e-182,1.58047953814846e-179
"RNVU1-18|RNVU1-18",188.919594060877,0.677108098092687,0.196798099952147,3.44062314756763,0.000580376261031705,0.00261564721696608
"TNS3|TNS3",86.0651539734813,-1.15769105788601,0.308804567616407,-3.74894408726519,0.00017758066697991,0.00089456590821492
"PTGER4|PTGER4",306.770548055135,-1.25292267352456,0.156184773214116,-8.0220539284384,1.0399146414655e-15,1.81730443980845e-14
"MBOAT2|MBOAT2",12098.2009157278,-0.689411191201271,0.0216685556072375,-31.8162042591802,3.86403271624349e-222,1.27805238207263e-219
"GLTPD2|GLTPD2",240.553385178894,-0.537371388276501,0.174415615813132,-3.08098208850885,0.00206319059642949,0.00817380300268196
"NT5DC3|NT5DC3",1952.91162502572,-0.560273555048434,0.0596305869793379,-9.395741068968,5.68164356574181e-21,1.37097452660186e-19
"NKX3-1|NKX3-1",41096.5789183051,-2.27329723320823,0.0127620117631025,-178.130006099883,0,0
"FAR2P1|FAR2P1",301.961862923203,-0.760223046000503,0.155194512861543,-4.89851755698822,9.65624118614026e-07,7.12449873369141e-06
"ZFP2|ZFP2",436.499836249553,0.648569343088281,0.127173430925722,5.09988083491348,3.39867386624486e-07,2.65034021277438e-06
