gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end
C2orf49,7864.19353257292,0.122641613363019,0.0280486185718327,4.3724653693348,1.22851308819262e-05,7.05038052491105e-05,chr2,105345369,105345371
SMA5,33297.8594070993,0.151434298997387,0.0135380738512557,11.1858083107843,4.78524989637101e-29,1.40731490820254e-27,chr5_KI270897v1_alt,819587,819690
ZNF14,3945.29672097756,0.128888710664579,0.0414895783650921,3.10653218816562,0.0018929569895308,0.00718945433621261,chr19,19711352,19711354
KIF21A,16185.2794937038,0.452969223138865,0.0185742027429165,24.3870075829559,2.34916854204497e-131,4.06849889609499e-129,chr12,39294424,39294426
ZNF136,3640.37539132128,0.166966189824565,0.0432707335226676,3.8586401530979,0.000114019674640862,0.000562234947367007,chr19,12187999,12188001
UAP1L1,3087.77956199748,-0.189488357465611,0.0475089355445388,-3.98847827874336,6.64984904294675e-05,0.000341301575729036,chr9,137082727,137082729
ZNF708,5000.82485276115,0.157099331904073,0.0368561334421504,4.2625017122498,2.02150949323436e-05,0.000112492925637429,chr19,21293274,21293276
TCHP,3357.53924179836,0.134427626675813,0.0466393883855099,2.88227679069602,0.00394812749190622,0.0137795484138697,chr12,109916621,109916623
TNFAIP8,2316.48567524812,-0.928627701756628,0.0613450705251415,-15.1377721764301,9.12529167722025e-52,4.83795650928e-50,chr5,119393379,119393381
OSGEPL1,2407.88813617234,0.190864653641288,0.0570136894807743,3.34769869095473,0.000814855525526181,0.00337527320658426,chr2,189750578,189750580
CRAMP1,6643.09129656905,-0.143134558729513,0.0339351491578193,-4.21788506258952,2.46604458972156e-05,0.000134776427138815,chr16,1674043,1674045
NISCH,11509.4160763299,-0.100957074649153,0.0236888707622282,-4.26179346675016,2.02792821463613e-05,0.000112809839691411,chr3,52480517,52480519
WWP1,18447.6533848844,-0.151037267190316,0.0182345897925377,-8.28300877117217,1.20101572581005e-16,1.94799501750273e-15,chr8,86466891,86466893
PSMA3,12856.1916510284,-0.126872156835576,0.0217304483443449,-5.83845095255907,5.26883883995931e-09,4.60344119946445e-08,chr14,58271893,58271895
SOX12,4672.94345915638,-0.140886265221403,0.0385426326596788,-3.65533580607717,0.000256845554149742,0.00117921992710811,chr20,326870,326872
PCM1,81598.4348308163,0.0653448715182204,0.00879082659036383,7.43330230058786,1.05919454041221e-13,1.40149960113795e-12,chr8,18027660,18027662
SYS1,9667.1168316117,0.0935730453450149,0.0248550755490706,3.76474596346636,0.000166718489846708,0.000797129172159706,chr20,45367113,45367115
GOLGA2P7,3075.82644484702,-0.223140885604142,0.0485305971952087,-4.59794229826976,4.26684121134301e-06,2.62149207572738e-05,chr15,84229852,84230168
TRIM38,9088.23091005966,0.181340196870955,0.0258175959613527,7.02389940343052,2.15760180540953e-12,2.54391371716478e-11,chr6,25983685,25983687
ST8SIA4,3301.86769658987,0.200942098492506,0.0465364749366255,4.3179484214512,1.57486219691882e-05,8.88753695270589e-05,chr5,100811847,100811849
CALR,431155.681952246,0.105910222618867,0.00613730602360493,17.2567934874881,9.94841252127068e-67,7.04845027132027e-65,chr19,12943911,12943913
PALLD,4911.3571029297,-0.123751370087764,0.0393451456637444,-3.14527670440924,0.00165929808730124,0.00638919942854852,chr4,168926383,168926385
PDXK,20504.7305026213,-0.0423632888043724,0.0176730543719774,-2.39705530876112,0.0165274287619613,0.0478656692888687,chr21,43756061,43756063
C10orf12,15796.7062373385,-0.0991432232527154,0.0195038438363886,-5.08326584669132,3.70999862752658e-07,2.64650740039043e-06,chr10,96985132,96985134
BAZ2A,15393.0667210813,-0.175647456064173,0.0204231036379553,-8.60042915993142,7.94185573929587e-18,1.39559983549498e-16,chr12,56598618,56598620
SLC12A7,6628.78181464757,-0.0775169972107504,0.0313687074141558,-2.47115688215349,0.0134676722082954,0.0403073361579687,chr5_KI270792v1_alt,70869,70871
NUB1,15952.6965034962,0.0918897608431113,0.0186375263219301,4.93036249853545,8.20771706675937e-07,5.60375321592546e-06,chr7,151377223,151377225
YIPF5,12234.8279747974,0.0755257223141782,0.022239920571455,3.3959528799359,0.000683901318835673,0.00288606369036974,chr5,144160397,144160399
ZNF614,9221.63407040398,0.0935096473130981,0.0262087900318954,3.56787349585003,0.000359890173674443,0.00160503809358041,chr19,52015840,52015842
PTEN,32490.6980907735,0.101623044432166,0.0129792691282488,7.82964305832815,4.89256997240964e-15,7.16060921689662e-14,chr10,87965470,87965472
RPLP0,348274.759619104,-0.058662212544546,0.00683601522743656,-8.58134609020521,9.37692900659045e-18,1.63670988158707e-16,chr12,120196773,120196775
ARMT1,9309.46721375472,-0.12366564006893,0.0266477679793343,-4.640750405994,3.47146224995023e-06,2.16265715787267e-05,chr6,151469108,151469110
DSE,1453.60070273293,0.253249914352116,0.0738530217462624,3.42910700691719,0.000605570721110485,0.00259029386112764,chr6,116437343,116437345
DNAJC1,9431.06151968314,0.105776566236655,0.0251999789377811,4.19748629543771,2.6989398419024e-05,0.000146784282329842,chr10,21756687,21756689
TSR2,5382.32081521398,0.2568483903434,0.0394340923672047,6.51335874429832,7.34887131404386e-11,7.64155151247509e-10,chrX,54444548,54444550
DICER1,40306.5077436395,-0.0823925820025171,0.0121000696001923,-6.80926513027726,9.80985446134117e-12,1.09218715349232e-10,chr14,95090614,95090616
PCMTD1,25417.1567080669,0.0832438275728847,0.0150473352106329,5.5321308662056,3.16363721875011e-08,2.56697622741582e-07,chr8,51820351,51820353
SLC9A3R2,1771.46332757921,-0.195072907265659,0.0661255183087472,-2.95003974645375,0.00317733051521621,0.0113746097245464,chr16,2037982,2037984
PPP2R1A,26475.2475138282,-0.0854403784293339,0.0156241750139164,-5.46847294997862,4.53929322649383e-08,3.63027006266595e-07,chr19,52225979,52225981
SMYD4,3719.1831905658,0.119353412088791,0.0427980830703844,2.78875602658433,0.00529109074703609,0.0178743457897814,chr17,1781286,1781288
COPS2,21465.67975285,0.0562781406177989,0.0167398500805467,3.36192620286364,0.000774008063642308,0.00322838204120756,chr15,49127950,49127952
BCL2L1,14753.8994645963,-0.0802293569915119,0.0198153541962255,-4.04884798914139,5.14703604146757e-05,0.000267333724686288,chr20,31665949,31665951
C1orf116,26794.694543654,-1.2697167166258,0.0156033463744288,-81.3746414491348,0,0,chr1,207021958,207021960
SLC43A1,2785.12439269719,-0.388168585203472,0.0502619018900158,-7.72291876365664,1.13695640606863e-14,1.62286991770987e-13,chr11,57485096,57485098
PCDH11X,8314.41160142778,0.0749210933737345,0.0269560690041331,2.77937756288749,0.00544631807480217,0.0183232807752949,chrX,92618938,92618940
SIRT1,11507.3637534947,-0.0575706274188431,0.0224696126547971,-2.56215486681086,0.0104024921307807,0.0323252880467462,chr10,67916591,67916593
USP22,179706.19266266,-0.0305414397863914,0.00672416243968375,-4.54204372073852,5.5711483024733e-06,3.37363980538661e-05,chr17,21003031,21003033
MAPK7,481.019973063945,-0.39639148516776,0.127480278671156,-3.10943378301108,0.00187446295213305,0.00712789803242202,chr17,19383229,19383231
ARPC5L,3535.12157401227,0.134908947905358,0.0443157245409336,3.04426813062133,0.00233247153145088,0.00866449803639774,chr9,124876938,124876940
PRH1,398.215541205377,-0.721886324455171,0.156950573677005,-4.5994500532427,4.23607738202992e-06,2.60464450310455e-05,chr12_KI270904v1_alt,80941,80943
PNPT1,10037.5995253388,0.0678471561551498,0.0270630676319333,2.50700168502306,0.0121760131236799,0.0369523980838781,chr2,55636237,55636239
PROSER1,3836.43495282776,0.160285805443838,0.0434035237238482,3.69292148867093,0.000221692481562968,0.00103365860308764,chr13,39011365,39011367
SCAPER,5866.73118107465,0.101484990129148,0.0330313500991394,3.07238395719684,0.00212356381967404,0.00798359605819086,chr15,76348633,76348635
NOP10,4439.20063345339,-0.172818017574752,0.0393587311523811,-4.39084321355966,1.12911937554634e-05,6.52319633307664e-05,chr15,34341968,34341970
ATP5F1,17600.5409451335,-0.0702866629161193,0.0179005371413379,-3.9265113868458,8.61868139512582e-05,0.000433213114820465,chr1,111460992,111460994
BAZ2B,8800.96443746143,0.0713915940889303,0.0265998977249112,2.68390483404269,0.00727678162425028,0.0236150729080136,chr2,159712314,159712435
RNF138P1,3328.23245974138,-1.11854938434444,0.0478939969551645,-23.3546885926343,1.23498320138401e-120,1.85093107307429e-118,chr5,55528842,55534542
TMEM179B,2714.08310108732,-0.122898887366725,0.0508267169756677,-2.41799775156755,0.0156061732473786,0.0457587325821841,chr11,62790045,62790047
LRP6,31309.3579605188,0.119709477628599,0.0135402780851802,8.84099106942426,9.48732429415348e-19,1.75211994991671e-17,chr12,12121126,12121128
ZNF222,959.174698285247,0.221843097631828,0.0898649189042906,2.46862847412236,0.0135631955116724,0.0405776446142874,chr19,44033028,44033030
FAM162A,18202.3685431354,0.0636630871441066,0.0174391107170623,3.65059252028368,0.000261636040833979,0.00119733440061046,chr3,122409829,122409831
SLC2A12,22438.7840207957,-0.808084381359687,0.016842186355261,-47.9797791280978,0,0,chr6,133991155,133991157
GNPTAB,19915.8627332516,0.0447474906543649,0.0166086160791781,2.69423354968533,0.00705507100665978,0.0230249982790632,chr12,101747164,101747166
RNU6-14P,1338.4657382869,0.224958415911648,0.0732406501855545,3.07149670765781,0.00212988512985046,0.00800157134706656,chr9,15776181,15776286
PPIP5K2,13609.3180185429,0.0714482994841364,0.0215123778358681,3.3212646239882,0.0008961053074945,0.00368363889504884,chr5,103201632,103201634
ZNF345,1902.44335792982,0.160271306373549,0.0641754804333889,2.49739160955566,0.012511070642776,0.0378219662740398,chr19,36892818,36893218
ADAMTS1,97398.1804255132,-0.12322047080049,0.0080074218157746,-15.3882827251271,1.9616977549073e-53,1.0998914714295e-51,chr21,26837579,26837581
RBM48,1799.40966223039,0.17514454089389,0.0629333372048107,2.78301689808532,0.00538560010769407,0.0181542709512603,chr7,92536935,92536937
MGRN1,3957.96033082612,-0.155678545434708,0.0428773805179729,-3.63078489296827,0.000282560613621423,0.00128561501250197,chr16,4688906,4688908
FLNA,63297.6907003734,-0.0873135036510394,0.00972446937592682,-8.97874220954269,2.73879643991404e-19,5.20605123279757e-18,chrX,154348849,154348851
EXOSC2,7655.83194817615,0.0768737144181242,0.0283953192795156,2.7072671260147,0.00678396467706976,0.0222660891601361,chr9,130703772,130703774
SON,62481.7785670762,0.0513189060035058,0.00949799115911769,5.40313263549858,6.54869986584987e-08,5.1397071907856e-07,chr21,33576418,33577514
ABCC4,49398.5140158447,-0.465163643160619,0.011358397447783,-40.9532810679568,0,0,chr13,95096135,95096137
ZNF253,9136.99123438845,0.157866301969157,0.0257887622977095,6.12151526105533,9.26896392221794e-10,8.74548066922585e-09,chr19,19892745,19892747
SPRED1,2955.84973631779,-0.158017278845326,0.0563248583430018,-2.80546251679938,0.00502444248431202,0.0170771881820697,chr15,38351662,38351664
ATP6V1C1,11858.9572627135,-0.124470928346859,0.0221964042363279,-5.6077068619584,2.05024893052895e-08,1.69624363482775e-07,chr8,103068745,103068747
PRDX6,32594.0079225717,0.077427549263176,0.0128774423837429,6.0126496361517,1.8251522596835e-09,1.67640826586251e-08,chr1,173487861,173487863
HNRNPR,37164.1605166571,0.0805460670007804,0.0122771873199496,6.56062866043419,5.35814006981472e-11,5.64687824666681e-10,chr1,23310454,23310456
DDX18,17364.8405292237,0.192153712314295,0.0182514867530494,10.5281128553646,6.41067695943463e-26,1.70808926096936e-24,chr2,117830722,117830724
C6orf201,243.169998029157,-0.820180399380903,0.179287893101435,-4.57465579628889,4.77003542713322e-06,2.91570753736178e-05,chr6,4130485,4130765
ABLIM2,72.6917957508773,0.948141296216984,0.341397804009327,2.77723314292637,0.00548238383694274,0.0184247341238522,chr4,7966990,7966992
RPL39,25252.7275594544,0.0367017005531618,0.0146619749581689,2.50318941737883,0.0123079652866196,0.0372947618434176,chrX,119786684,119786686
BRD4,2714.4553210986,-0.132324164971507,0.0513045155139246,-2.57919139565002,0.00990319000795332,0.0308907619097657,chr19,15249280,15249282
FAT1,62917.6196649096,-0.332836832009335,0.00975893521459526,-34.1058552690821,6.03996739736183e-255,2.04662982223215e-252,chr4,186588592,186588594
MGAT4B,8407.9734372344,-0.137962664152155,0.0285838796211465,-4.82658988145506,1.38890725504886e-06,9.18493737142407e-06,chr5,179798045,179798047
GNB2,5146.78459162495,-0.276698489130089,0.0370374988441368,-7.47076605508668,7.97292921602526e-14,1.06451700986088e-12,chr7,100678799,100678801
SELENBP1,39973.6146828617,-0.05819644360224,0.0119610280168778,-4.86550516561962,1.14164829057863e-06,7.64056329121902e-06,chr1,151364543,151364545
CYCS,47298.4904587085,0.0576664798137806,0.0109276708784498,5.27710620636493,1.31239831248941e-07,9.97870853501094e-07,chr7,25123701,25123703
ZSWIM6,3325.53257283384,0.26318198952651,0.0466155216267498,5.64580166309854,1.64413303742047e-08,1.3733709353844e-07,chr5,61544315,61544317
RPL31,175409.861055263,0.100750917107848,0.00692578453691585,14.547220834091,6.08243613381957e-48,3.00021936765334e-46,chr2,101006379,101006381
TBC1D16,25407.6730462258,-0.11332641666634,0.014717811908309,-7.6999500586335,1.36119420090763e-14,1.92881218268611e-13,chr17,79940859,79940861
UHRF2,9333.56897699101,-0.097355292877915,0.0256688235947805,-3.79274463118408,0.000148991354709736,0.000717653969672639,chr9,6506177,6506179
UQCRFS1,6953.86447077981,-0.12146778271611,0.0303510354340108,-4.00209683060749,6.27835925259235e-05,0.000322972890000518,chr19,29207548,29207550
EIF5,39714.5534606885,-0.0388194983323407,0.0118484422179233,-3.27633773439161,0.00105162722609909,0.0042498609212358,chr14,103341050,103341052
HLA-A,13921.1200998449,-0.0598351673472067,0.0210278657521089,-2.84551785010354,0.00443392742755482,0.015280041302962,chr6_GL000256v2_alt,1243283,1243285
DIS3L,15620.5045312297,0.156271416957056,0.0189906781049391,8.22884870637733,1.89021336554531e-16,3.03114770871962e-15,chr15,66333310,66333312
ARPC2,12564.2138178978,-0.157997357821892,0.0216720768329173,-7.29036534153998,3.09115629927442e-13,3.94286851364897e-12,chr2,218253913,218253915
NOL9,11402.8659264104,0.0919675375705865,0.0231242021328499,3.97711181740359,6.97573677862448e-05,0.000356962603967235,chr1,6525854,6525856
DUSP5,364.858724358842,0.397240796776513,0.142859307348647,2.78064344668177,0.00542512857636783,0.0182734776832471,chr10,110510424,110510426
ZNF324,2532.28123850625,-0.154350552716712,0.0557298872544988,-2.76961896606478,0.00561219047424653,0.018788061194605,chr19,58472152,58472154
PDHX,26777.4591509773,0.0463896172348556,0.0142304926041409,3.25987430831148,0.00111461597272662,0.00447309968251538,chr11,34995170,34995172
TBX15,120.588774566206,-2.54979274163317,0.291209155078901,-8.75588111555874,2.02515094535124e-18,3.67902421738808e-17,chr1,118884732,118884734
LMBR1,14650.1613970543,0.0935919700496463,0.0197753922660223,4.73274910508117,2.2149921227279e-06,1.4207852764181e-05,chr7,156684078,156684080
USP43,3683.63653882861,-1.26694348338383,0.0459762502424433,-27.5564770224398,3.70119608214064e-167,8.36094830903278e-165,chr17,9728988,9728990
CCT8,81723.1486304365,-0.073072975081263,0.00881366765563861,-8.29087026381281,1.12422855305989e-16,1.82534900589005e-15,chr21,29056475,29056477
MRPL17,13795.5645541523,0.138611115215601,0.0230674554377636,6.00894691612504,1.86732247973455e-09,1.71211502891896e-08,chr11,6682118,6682120
SMC5,22775.0026229165,0.0568702000434424,0.0155714270536351,3.65221503768123,0.000259988029361773,0.00119049160213336,chr9,70352329,70352331
FAM104A,6211.3303757099,-0.171224028639503,0.0332040339162013,-5.15672370024768,2.51308206796529e-07,1.84162718351551e-06,chr17,73209529,73209531
ZNF440,4864.83567731482,0.170672861155756,0.0377833989024287,4.51713890527688,6.26807900352404e-06,3.77076601420028e-05,chr19,11832962,11832964
CSNK1D,10866.7116382972,-0.0628893888020309,0.0239474023109684,-2.62614658514449,0.00863576188403803,0.0273866979626655,chr17,82273306,82273742
ZNF24,87336.6805729257,0.174815415896332,0.00842819516528904,20.741737995852,1.45569856648445e-95,1.6807387819106e-93,chr18,35339060,35339062
ADAM9,117068.721255167,-0.116055248041545,0.00756523511972882,-15.3406002860233,4.09391622404142e-53,2.27088513110796e-51,chr8_KI270822v1_alt,9290,10943
SLC35A4,5622.90995974325,-0.224294744119943,0.0363003588145497,-6.1788574946549,6.45671427313362e-10,6.18186765204753e-09,chr5,140568142,140568144
APLP2,94660.486903421,-0.11798854732913,0.00868821811116524,-13.5802929691076,5.24163580520586e-42,2.27580438149704e-40,chr11,130143347,130144811
RAB3D,12504.9007191568,0.0900783911947754,0.0224414487289352,4.01392941618033,5.97162105508011e-05,0.000308517260144295,chr19,11325398,11325400
PIK3R3,81274.7452343194,0.35154233195809,0.0086688207315672,40.5524976053503,0,0,chr1,46043673,46043675
SRSF8,12439.9696662707,-0.340278645183679,0.0223172439750132,-15.2473417221526,1.71473302272895e-52,9.3452949738728e-51,chr11,95068073,95068075
SLC4A4,30088.5184739173,-0.253120537661779,0.0134565694504677,-18.8101832783972,6.23219468816372e-79,5.42688372091665e-77,chr4,71567045,71567047
EEF2KMT,1844.27601830792,0.21043774379439,0.0622067375534677,3.38287703343253,0.000717307418850331,0.00301284579294533,chr16,5085632,5085634
FAM168B,42926.9336857286,0.0686998455479156,0.0115740200099611,5.93569438179559,2.92604417415429e-09,2.62418012327635e-08,chr2,131052903,131052905
SRPK1,24777.7731092624,0.12504369572875,0.0152442327968954,8.20268867543243,2.35069392981598e-16,3.7426216837632e-15,chr6,35921044,35921180
TARSL2,17842.7191712225,0.28158029258898,0.0179689413701774,15.6703885214024,2.41101072898802e-55,1.39186756417541e-53,chr15,101654582,101654584
USP8,19573.4968080033,0.0923760831184527,0.0166922793012039,5.53406047499997,3.12901009075488e-08,2.54417737530497e-07,chr15,50499086,50499088
RNF169,28337.7950661335,0.142228850966566,0.0140580346846528,10.1172641949616,4.63181364530895e-24,1.12454952164222e-22,chr11,74836728,74836730
UBE2N,16802.4384615489,0.141025145750608,0.0181549446597655,7.7678642592144,7.98205326293072e-15,1.15093676419335e-13,chr12,93410039,93410041
RBBP8,9277.16404664435,0.081016379501443,0.0252904791018019,3.20343395533661,0.00135799183683722,0.00533846627005846,chr18,23026238,23026240
CC2D1B,6678.48879306735,-0.104196950211246,0.0309812095810732,-3.36323053942029,0.000770360014541673,0.00321488662561206,chr1,52353519,52353521
MAP3K2,21141.3835864272,0.0604543598808372,0.016305105817786,3.70769503469841,0.000209154320460112,0.00097988830568433,chr2,127307579,127307581
SREK1IP1,5836.46788159517,0.206859445116343,0.033940764905265,6.094719600272,1.09629442297175e-09,1.02384308992575e-08,chr5,64724384,64724386
APOF,470.430485304569,0.325634596273018,0.124276448265307,2.62024382590858,0.00878669183525464,0.0277918355592764,chr12,56361225,56361227
BLZF1,15006.3578396022,0.126038855391502,0.019677791875768,6.4051320487189,1.5023929296284e-10,1.52459626263789e-09,chr1,169387180,169387182
SSX2IP,24292.5241711467,-0.0827194988541492,0.0151835614516019,-5.44796417611378,5.09496165835304e-08,4.04766398413603e-07,chr1,84647433,84647435
GTF2IP4,8385.68544561375,0.11777948647319,0.0283272930670324,4.15780943821502,3.21313877385419e-05,0.000172522197960955,chr7,73206152,73207296
MTERF3,2712.59587120048,0.144104781857242,0.052245479376424,2.75822489480821,0.00581161997141011,0.0194181608776783,chr8,96239491,96239493
KIAA0930,13597.6750612787,-0.0845663015252365,0.0203931526643114,-4.14679882592308,3.37156054473408e-05,0.000180468798800721,chr22,45197176,45197178
TSTD2,11760.7070058969,0.133566490136021,0.0237451124191805,5.62500980320187,1.85497440004802e-08,1.54205258525592e-07,chr9,97602469,97602471
NUP58,17702.1837419968,0.103924629976276,0.0188583203727764,5.51081050284306,3.57185106610927e-08,2.88020913437378e-07,chr13,25340132,25340134
MAP2K4,12718.9676543277,-0.124374693191032,0.0219109614646142,-5.67636857889121,1.37584165856391e-08,1.15670139870742e-07,chr17,12141258,12141260
SEC11A,40591.9719218557,0.0763208057851025,0.0122508041235939,6.22986091485341,4.66849455602007e-10,4.54514832259118e-09,chr15,84716025,84716460
COPG1,36711.6272429053,-0.0612921424177976,0.0124033269113391,-4.94158888626604,7.74884749042723e-07,5.30673487843977e-06,chr3,129277422,129277424
